11,"{76: 'The gentle genius of bonobos', 145: 'The emergent genius of ant colonies', 77: 'The shrimp with a kick!', 340: 'How humans and animals can live together', 168: ""The search for humanity's roots"", 2307: 'What explains the rise of humans?'}"
12,"{2109: 'The future of early cancer detection?', 859: 'Can we eat to starve cancer?', 1498: ""How I'm preparing to get Alzheimer's"", 1229: 'Fighting a contagious cancer', 1343: 'Treating cancer with electric fields', 3231: 'We can hack our immune cells to fight cancer'}"
13,"{231: 'My days as a young rebel', 49: ""Behind the design of Seattle's library"", 31: 'How architecture can connect us', 750: 'Building a theater that remakes itself', 318: 'A tour of modern architecture', 121: 'The ghastly tragedy of the suburbs'}"
14,"{144: ""The Web's secret stories"", 241: 'A new kind of music video', 32: 'Art with wire, sugar, chocolate and string', 1571: 'How art, technology and design inform creative leaders', 606: 'Art that looks back at you', 1244: 'The day I turned down Tim Berners-Lee'}"
16,"{307: 'The brain in love', 374: 'Aliens, love -- where are they?', 1669: 'The secret to desire in a long-term relationship', 2590: ""Technology hasn't changed love. Here's why"", 31375: '3 ways to build a happy marriage and avoid divorce', 2661: 'A better way to talk about love'}"
18,"{280: 'Robots inspired by cockroach ingenuity', 198: 'The fractals at the heart of African designs', 258: '6 ways mushrooms can save the world', 614: 'Biomimicry in action', 1072: ""Using nature's genius in architecture"", 1561: 'Energy from floating algae pods'}"
19,"{319: 'The next 5,000 days of the web', 38: 'The accelerating power of technology', 190: 'The anthropology of mobile phones', 1131: 'Are we ready for neo-evolution?', 1346: 'Back to the future (of 1994)', 72: ""Technology's long tail""}"
20,"{93: 'The paradox of choice', 28: 'How to get your ideas to spread', 1831: 'The unheard story of David and Goliath', 1437: 'Perspective is everything', 1706: 'What makes us feel good about our work?', 2182: 'How to run a company with (almost) no rules'}"
21,"{144: ""The Web's secret stories"", 1282: 'The technology of storytelling', 1379: 'The clues to a great story', 87: 'Nerdcore comedy', 2302: 'When online shaming goes too far', 46600: 'Inside the bizarre world of internet trolls and propagandists'}"
22,"{666: 'A new way to explain explanation', 2178: '9 myths about psychology, debunked', 333: 'What we think we know', 426: 'Play! Experiment! Discover!', 1245: 'Open science now!', 11327: 'Need a new idea? Start at the edge of what is known'}"
23,"{75: 'Why we should invest in a free press', 170: 'My journey into movies that matter', 84: 'My wish: Let my photographs bear witness', 171: 'An Iraq war movie crowd-sourced from soldiers', 713: 'Photographing the hidden story', 615: 'The music of a war child'}"
25,"{1913: 'Why massive open online courses (still) matter', 1531: ""What we're learning from online education"", 1570: 'The self-organizing computer course', 37: 'The birth of Wikipedia', 1377: 'The power of introverts', 1295: 'Massive-scale online collaboration'}"
26,"{148: 'The  4 a.m. mystery', 383: 'A story of mixed emoticons', 981: 'My web playroom', 2061: 'A Magna Carta for the web', 26913: 'The case for a decentralized internet', 1693: 'The Internet could crash. We need a Plan B'}"
27,"{2251: 'Magical houses, made of bamboo', 174: 'My green agenda for architecture', 614: 'Biomimicry in action', 430: 'Organic algorithms in architecture', 1015: 'Creative houses from reclaimed stuff', 2274: 'The first secret of design is ... noticing'}"
28,"{20: 'Choice, happiness and spaghetti sauce', 72: ""Technology's long tail"", 266: 'Designing objects that tell stories', 27622: 'Confessions of a recovering micromanager', 2274: 'The first secret of design is ... noticing', 848: 'How great leaders inspire action'}"
29,"{20: 'Choice, happiness and spaghetti sauce', 2247: ""How we're priming some kids for college — and others for prison"", 1897: 'Does money make you mean?', 43333: 'The political power of being a good neighbor', 2261: 'How we cut youth violence in Boston by 79 percent', 2299: 'Everything you think you know about addiction is wrong'}"
30,"{29: 'The freakonomics of crack dealing', 67: 'How juries are fooled by statistics', 22: 'Why people believe weird things', 1724: 'If cars could talk, accidents might be avoidable', 1506: 'The future race car -- 150mph, and no driver', 1109: ""Google's driverless car""}"
31,"{27: 'Organic design, inspired by nature', 359: 'The Blur Building and other tech-empowered architecture', 54: 'My wish: A call for open-source architecture', 1854: 'Architecture at home in its community', 589: '17 words of architectural inspiration', 750: 'Building a theater that remakes itself'}"
32,"{162: 'My creations, a new form of life', 267: 'Moving sculpture', 78: 'Visual illusions that show how we (mis)think', 210: 'An unusual glimpse at celebrity', 436: 'Design and discovery', 1613: '4 lessons in creativity'}"
33,"{121: 'The ghastly tragedy of the suburbs', 167: '10 ways the world could end', 39: 'A roadmap to end aging', 2515: 'The real harm of the global arms trade', 2326: 'How fear drives American politics', 2513: 'My journey from Marine to actor'}"
34,"{2264: ""Gorgeous portraits of the world's vanishing people"", 2141: ""What the people of the Amazon know that you don't"", 1789: 'Where is home?', 1009: 'What a bike ride can teach you', 713: 'Photographing the hidden story', 23: 'Fight injustice with raw video'}"
35,"{83: 'My wish: Build the Encyclopedia of Life', 194: 'Beauty, truth and ... physics?', 147: 'Visualizing the wonder of a living cell', 1322: 'Animations of unseeable biology', 331: 'DNA folding, in detail', 39689: 'Can we cure genetic diseases by rewriting DNA?'}"
36,"{643: 'Photographs of secret sites', 1846: 'Ingenious homes in unexpected places', 2128: 'My architectural philosophy? Bring the community into the process', 57144: 'What if the poor were part of city planning?', 1920: 'How architectural innovations migrate across borders', 1429: 'The 4 commandments of cities'}"
37,"{640: 'The Web as random acts of kindness', 362: 'The Web as a city', 1295: 'Massive-scale online collaboration', 1268: '6 ways to save the internet', 46600: 'Inside the bizarre world of internet trolls and propagandists', 2474: 'The surprising habits of original thinkers'}"
38,"{19: 'How technology evolves', 129: ""How PhotoSynth can connect the world's images"", 351: 'Health and the human mind', 560: 'A university for the coming singularity', 1346: 'Back to the future (of 1994)', 72: ""Technology's long tail""}"
39,"{252: 'Your genes are not your fate', 142: 'The potential of regenerative medicine', 12: 'Meet the future of cancer research', 515: 'To upgrade is human', 44: 'A philosophical quest for our biggest problems', 727: 'How to live to be 100+'}"
40,"{69: 'Dreams from endangered cultures', 324: 'How photography connects us', 147: 'Visualizing the wonder of a living cell', 573: 'Life in Biosphere 2', 440: ""A theory of Earth's mass extinctions"", 49433: 'This ancient rock is changing our theory on the origin of life'}"
41,"{2043: 'A 30-year history of the future', 255: 'The thinking behind 50x15', 1678: 'Build a School in the Cloud', 2182: 'How to run a company with (almost) no rules', 66: 'Do schools kill creativity?', 865: 'Bring on the learning revolution!'}"
42,"{167: '10 ways the world could end', 68: 'Progress is not a zero-sum game', 365: 'Why do societies collapse?', 876: 'Why we need the explorers', 468: 'Join the SETI search', 23913: 'Is there a center of the universe?'}"
43,"{392: 'Tales of creativity and play', 266: 'Designing objects that tell stories', 172: 'Designing for simplicity', 646: 'Designers -- think big!', 207: 'Treat design as art', 122: 'Human-centered design'}"
44,"{42: 'Is this our final century?', 19: 'How technology evolves', 68: 'Progress is not a zero-sum game', 39: 'A roadmap to end aging', 515: 'To upgrade is human', 801: 'Science can answer moral questions'}"
45,"{2273: 'An 11-year-old prodigy performs old-school jazz', 2242: 'The dancer, the singer, the cellist ... and a moment of creative magic', 1156: 'On violin and cello, ""Passacaglia""', 1446: 'Beethoven the businessman', 286: 'The transformative power of classical music', 2764: 'Why should you listen to Vivaldi\'s ""Four Seasons""?'}"
46,"{2273: 'An 11-year-old prodigy performs old-school jazz', 2100: 'Why I take the piano on the road ... and in the air', 1298: 'There are no mistakes on the bandstand', 1446: 'Beethoven the businessman', 2764: 'Why should you listen to Vivaldi\'s ""Four Seasons""?', 286: 'The transformative power of classical music'}"
47,"{2237: 'How I fell in love with quasars, blazars and our incredible universe', 701: 'The hunt for a supermassive black hole', 1095: 'The sound the universe makes', 1386: 'Questions no one knows the answers to', 50792: 'After billions of years of monotony, the universe is waking up', 242: 'Questioning the universe'}"
48,"{90: 'Unleash your creativity in a Fab Lab', 2: 'Simple designs to save a life', 266: 'Designing objects that tell stories', 1707: 'The emergence of ""4D printing""', 843: 'Computing a theory of all knowledge', 1215: 'Can we make things that make themselves?'}"
49,"{750: 'Building a theater that remakes itself', 2092: 'How to reinvent the apartment building', 2183: 'Why the buildings of the future will be shaped by ... you', 2220: 'How to revive a neighborhood: with imagination, beauty and art', 2375: 'Why great architecture should tell a story', 31821: 'Stunning buildings made from raw, imperfect materials'}"
50,"{356: ""Things I've learned in my life so far"", 182: 'The illustrated woman', 172: 'Designing for simplicity', 1607: 'Want to be happier? Stay in the moment', 570: 'Happiness and its surprises', 1159: '7 rules for making more happiness'}"
51,"{192: 'A critical look at geoengineering against climate change', 193: 'Using biology to rethink the energy challenge', 128: 'Salvation (and profit) in greentech', 940: 'The political chemistry of oil', 1394: ""Let's transform energy -- with natural gas"", 683: 'Photographing the landscape of oil'}"
53,"{1041: '3 stories of local eco-entrepreneurship', 1892: 'A new vision for rebuilding Detroit', 2078: 'A park underneath the hustle and bustle of New York City', 2636: 'How an old loop of railroads is changing the face of a city', 12571: 'My $500 house in Detroit -- and the neighbors who helped me rebuild it', 3581: ""A Republican mayor's plan to replace partisanship with policy""}"
54,"{1749: 'Architecture for the people by the people', 2183: 'Why the buildings of the future will be shaped by ... you', 31: 'How architecture can connect us', 6496: 'The next generation of African architects and designers', 9687: 'How architecture can create dignity for all', 2532: ""Architecture that's built to heal""}"
55,"{2228: 'How virtual reality can create the ultimate empathy machine', 1476: 'The shared wonder of film', 800: 'We are the stories we tell ourselves', 2890: ""What it's like to be a woman in Hollywood"", 45233: 'How film transforms the way we see the world', 2694: ""The data behind Hollywood's sexism""}"
56,"{279: 'Turning powerful stats into art', 84: 'My wish: Let my photographs bear witness', 40: 'The story of life in photographs', 634: '3 warp-speed architecture tales', 1236: ""The generation that's remaking China"", 1554: ""The voices of China's workers""}"
57,"{82: 'Luke, a new prosthetic arm for soldiers', 142: 'The potential of regenerative medicine', 280: 'Robots inspired by cockroach ingenuity', 31377: 'A life-saving device that detects silent heart attacks', 24443: 'What happens during a heart attack?', 2555: 'A new way to heal hearts without surgery'}"
58,"{1153: ""How we'll stop polio for good"", 869: 'HIV and flu -- the vaccine strategy', 1905: ""Demo: A needle-free vaccine patch that's safer and way cheaper"", 62748: 'A global pandemic calls for global solutions', 61301: 'How we must respond to the coronavirus pandemic', 61303: 'The quest for the coronavirus vaccine'}"
59,"{156: 'How to educate leaders? Liberal arts', 157: 'Patient capitalism', 127: 'Want to help Africa? Do business here', 330: 'How I became an activist', 154: 'Why invest in Africa', 232: 'My wish: Find the next Einstein in Africa'}"
60,"{86: 'Letting go of God', 26: 'If I controlled the Internet', 374: 'Aliens, love -- where are they?', 1378: 'We need to talk about an injustice', 347: 'Once upon a time, my mother ...', 527: 'A one-woman global village'}"
61,"{58: 'My wish: Help me stop pandemics', 2150: ""Social maps that reveal a city's intersections — and separations"", 12346: 'The genius of the London Tube Map', 1582: 'Making sense of maps', 1865: 'How an obese town lost a million pounds', 1840: ""Let's treat violence like a contagious disease""}"
62,"{248: 'How the news distorts our worldview', 92: ""The best stats you've ever seen"", 143: 'Flip your thinking on AIDS in Africa', 85: 'My wish: Rebuilding Rwanda', 192: 'A critical look at geoengineering against climate change', 1746: 'The why and how of effective altruism'}"
63,"{216: 'The new power of collaboration', 247: 'The new open-source economics', 274: 'Institutions vs. collaboration', 1492: 'Four principles for the open world', 1855: 'Government -- investor, risk-taker, innovator', 255: 'The thinking behind 50x15'}"
64,"{217: 'What security means to me', 751: 'Embrace your inner girl', 1753: ""Violence against women -- it's a men's issue"", 2175: 'My mother’s strange definition of empowerment', 2288: 'Meet the women fighting on the front lines of an American war', 2394: 'A hilarious celebration of lifelong female friendship'}"
65,"{685: 'The thrilling potential of SixthSense technology', 872: 'Pointing to the future of UI', 1984: 'The best computer interface? Maybe ... your hands', 2410: 'Shape-shifting tech will change work as we know it', 1705: 'The technology of touch', 40636: 'Everything around you can become a computer'}"
66,"{865: 'Bring on the learning revolution!', 1738: ""How to escape education's death valley"", 2276: 'How to fix a broken school? Lead fearlessly, love hard', 2182: 'How to run a company with (almost) no rules', 2341: ""Why some of us don't have one true calling"", 9048: 'The search for ""aha!"" moments'}"
67,"{92: ""The best stats you've ever seen"", 22: 'Why people believe weird things', 143: 'Flip your thinking on AIDS in Africa', 2004: 'The hunt for ""unexpected genetic heroes""', 408: 'The coming neurological epidemic', 571: ""Learning from the gecko's tail""}"
68,"{163: 'The surprising decline in violence', 42: 'Is this our final century?', 341: 'The moral roots of liberals and conservatives', 801: 'Science can answer moral questions', 1642: 'How common threats can make common (political) ground', 216: 'The new power of collaboration'}"
69,"{273: 'The worldwide web of belief and ritual', 40: 'The story of life in photographs', 34: 'Photos of endangered cultures', 2141: ""What the people of the Amazon know that you don't"", 1729: 'The silent drama of photography', 299: 'A hero of the Congo forest'}"
70,"{66: 'Do schools kill creativity?', 202: '5 dangerous things you should let your kids do', 93: 'The paradox of choice', 1384: 'Why you will fail to have a great career', 2182: 'How to run a company with (almost) no rules', 2341: ""Why some of us don't have one true calling""}"
71,"{94: ""Let's teach religion -- all religion -- in schools"", 676: 'Lose your ego, find your compassion', 2011: 'Is religion good or bad? (This is a trick question)', 86: 'Letting go of God', 9125: 'My failed mission to find God -- and what I found instead', 2801: '12 truths I learned from life and writing'}"
72,"{319: 'The next 5,000 days of the web', 118: 'The genesis of Google', 216: 'The new power of collaboration', 38: 'The accelerating power of technology', 1375: 'Abundance is our future', 19: 'How technology evolves'}"
73,"{93: 'The paradox of choice', 263: ""What's wrong with what we eat"", 201: 'The lost art of letter-writing', 1069: 'How to make work-life balance work', 1580: 'Smart failure for a fast-changing world', 1126: 'On being wrong'}"
74,"{104: 'Cradle to cradle design', 18: ""Biomimicry's surprising lessons from nature's engineers"", 266: 'Designing objects that tell stories', 174: 'My green agenda for architecture', 1207: 'The shareable future of cities', 9: 'To invent is to give'}"
75,"{91: ""Invest in Africa's own solutions"", 170: 'My journey into movies that matter', 23: 'Fight injustice with raw video', 983: 'Poverty, money -- and love', 803: ""Let's simplify legal jargon!"", 1949: 'My wish: To launch a new era of openness in business'}"
76,"{340: 'How humans and animals can live together', 77: 'The shrimp with a kick!', 145: 'The emergent genius of ant colonies', 1102: ""Evolution's gift of play, from bonobo apes to humans"", 2539: 'Why I keep speaking up, even when people mock my accent', 11: 'What separates us from chimpanzees?'}"
77,"{126: 'Swim with the giant sunfish', 76: 'The gentle genius of bonobos', 145: 'The emergent genius of ant colonies', 280: 'Robots inspired by cockroach ingenuity', 1959: 'The new bionics that let us run, climb and dance', 195: 'The sticky wonder of gecko feet'}"
78,"{32: 'Art with wire, sugar, chocolate and string', 22: 'Why people believe weird things', 310: 'Brain magic', 50: 'Happiness by design', 1607: 'Want to be happier? Stay in the moment', 211: ""TED's nonprofit transition""}"
79,"{270: 'The ""bottom billion""', 157: 'Patient capitalism', 288: 'One Laptop per Child, two years on', 2114: 'Should you donate differently?', 2105: 'The hidden force in global economics: sending money home', 1599: 'How open data is changing international aid'}"
80,"{227: 'On the verge of creating synthetic life', 35: 'How we discovered DNA', 331: 'DNA folding, in detail', 6: ""Sampling the ocean's DNA"", 437: 'Genomics 101', 863: 'Watch me unveil ""synthetic life""'}"
81,"{158: '""Thula Mama""', 110: '""Kiteflyer\'s Hill""', 117: 'Cape Breton fiddling in reel time', 946: 'The technology of the heart', 42248: '""The Nutritionist""', 24072: 'How the heart actually pumps blood'}"
82,"{142: 'The potential of regenerative medicine', 195: 'The sticky wonder of gecko feet', 171: 'An Iraq war movie crowd-sourced from soldiers', 819: 'The emotion behind invention', 1251: 'A prosthetic arm that ""feels""', 184: '3 clues to understanding your brain'}"
83,"{340: 'How humans and animals can live together', 40: 'The story of life in photographs', 299: 'A hero of the Congo forest', 2833: 'Meet the microscopic life in your home -- and on your face', 1131: 'Are we ready for neo-evolution?', 509: 'How bacteria ""talk""'}"
84,"{56: 'My wish: Manufactured landscapes and green education', 69: 'Dreams from endangered cultures', 279: 'Turning powerful stats into art', 1651: 'What I saw in the war', 1003: 'The path to ending ethnic conflicts', 395: 'A complicated hero in the war on dictatorship'}"
85,"{59: 'My wish: Three actions for Africa', 127: 'Want to help Africa? Do business here', 268: 'A hospital tour in Nigeria', 140: 'New insights on poverty', 249: 'World-class health care', 644: 'A third way to think about aid'}"
86,"{22: 'Why people believe weird things', 94: ""Let's teach religion -- all religion -- in schools"", 856: 'It\'s time for ""The Talk""', 71: 'A life of purpose', 2801: '12 truths I learned from life and writing', 31459: 'Embrace your raw, strange magic'}"
87,"{148: 'The  4 a.m. mystery', 981: 'My web playroom', 2049: 'Are you human?', 2792: 'How to find a wonderful idea', 50574: 'The pride and power of representation in film', 396: 'Fashion and creativity'}"
89,"{2292: 'The surprising thing I learned sailing solo around the world', 627: 'A leap from the edge of space', 2255: 'The joy of surfing in ice-cold water', 1631: 'Why bother leaving the house?', 586: 'My trek to the South Pole', 29160: 'The dangerous race for the South Pole'}"
90,"{2: 'Simple designs to save a life', 48: 'Everyday inventions', 288: 'One Laptop per Child, two years on', 1570: 'The self-organizing computer course', 872: 'Pointing to the future of UI', 339: 'The web is more than ""better TV""'}"
91,"{2213: 'In praise of macro -- yes, macro -- finance in Africa', 154: 'Why invest in Africa', 127: 'Want to help Africa? Do business here', 157: 'Patient capitalism', 644: 'A third way to think about aid', 847: 'Social experiments to fight poverty'}"
92,"{2056: ""Own your body's data"", 2296: 'A visual history of human knowledge', 620: 'Let my dataset change your mindset', 2806: ""Doesn't everyone deserve a chance at a good life?"", 2560: 'How Africa can keep rising', 1418: ""Let's put birth control back on the agenda""}"
93,"{2023: 'How to make hard choices', 924: 'The art of choosing', 2044: 'Our unhealthy obsession with choice', 58010: 'How to make faster decisions', 10361: ' Do you really know why you do what you do?', 2799: 'Why you should define your fears instead of your goals'}"
94,"{71: 'A life of purpose', 2011: 'Is religion good or bad? (This is a trick question)', 234: 'My wish: The Charter for Compassion', 113: 'Militant atheism', 2643: ""It's time to reclaim religion"", 9125: 'My failed mission to find God -- and what I found instead'}"
97,"{944: 'The Happy Planet Index', 1880: 'Want to be happy? Be grateful', 2162: 'Happy maps', 191: 'The habits of happiness', 312: 'The new era of positive psychology', 787: 'Plug into your hard-wired happiness'}"
98,"{1276: 'Science versus wonder?', 1160: 'Making sense of a visible quantum object', 516: 'Stunning data visualization in the AlloSphere', 2862: 'The fascinating physics of everyday life', 15555: 'How I made friends with reality', 49223: 'Are we living in a simulation?'}"
99,"{222: 'The Jill and Julia Show', 119: '""Black Men Ski""', 1: 'Averting the climate crisis', 1073: ""A whistleblower you haven't heard"", 108: 'A mockingbird remix of TED2006', 49163: 'How one tree grows 40 different kinds of fruit'}"
101,"{117: 'Cape Breton fiddling in reel time', 109: '""What You\'ve Got""', 218: 'The untouchable music of the theremin', 849: '""Love Is a Loaded Pistol""', 413: 'The joyful tradition of mountain music', 2010: 'How I started writing songs again'}"
102,"{116: 'Dangerous memes', 125: 'How brain science will change computing', 229: 'My stroke of insight', 2045: 'How do you explain consciousness?', 1794: 'Our shared condition -- consciousness', 33799: 'What is consciousness?'}"
103,"{286: 'The transformative power of classical music', 246: 'Inventing instruments that unlock new music', 218: 'The untouchable music of the theremin', 660: 'The 4 ways sound affects us', 2357: 'The enchanting music of sign language', 2351: 'The unexpected beauty of everyday sounds'}"
104,"{74: 'The route to a sustainable future', 359: 'The Blur Building and other tech-empowered architecture', 174: 'My green agenda for architecture', 1072: ""Using nature's genius in architecture"", 2128: 'My architectural philosophy? Bring the community into the process', 56: 'My wish: Manufactured landscapes and green education'}"
105,"{319: 'The next 5,000 days of the web', 118: 'The genesis of Google', 362: 'The Web as a city', 619: 'A demo of wireless electricity', 566: 'A plug for smart power outlets', 26: 'If I controlled the Internet'}"
108,"{148: 'The  4 a.m. mystery', 2281: 'A powerful poem about what it feels like to be transgender', 2049: 'Are you human?', 981: 'My web playroom', 2054: 'Why I live in mortal dread of public speaking', 413: 'The joyful tradition of mountain music'}"
109,"{110: '""Kiteflyer\'s Hill""', 81: 'Singing ""What I Want""', 186: '""M\'Bifo""', 24238: 'The benefits of good posture', 2111: 'My father, locked in his body but soaring free', 17238: ""How we'll become cyborgs and extend human potential""}"
110,"{109: '""What You\'ve Got""', 101: 'Casting a spell on the cello', 117: 'Cape Breton fiddling in reel time', 22799: '""Afterneath"" / ""Killing Me""', 2010: 'How I started writing songs again', 981: 'My web playroom'}"
112,"{234: 'My wish: The Charter for Compassion', 308: 'On technology and faith', 71: 'A life of purpose', 673: 'The balancing act of compassion', 676: 'Lose your ego, find your compassion', 52402: 'The myth of Loki and the master builder'}"
113,"{86: 'Letting go of God', 94: ""Let's teach religion -- all religion -- in schools"", 22: 'Why people believe weird things', 2643: ""It's time to reclaim religion"", 9125: 'My failed mission to find God -- and what I found instead', 71: 'A life of purpose'}"
114,"{108: 'A mockingbird remix of TED2006', 87: 'Nerdcore comedy', 99: 'Global warming\'s theme song, ""Manhattan in January""', 436: 'Design and discovery', 1989: 'What does the future hold? 11 characters offer quirky answers', 172: 'Designing for simplicity'}"
115,"{108: 'A mockingbird remix of TED2006', 87: 'Nerdcore comedy', 99: 'Global warming\'s theme song, ""Manhattan in January""', 22703: '""You Never Can Tell"" / ""Over the Mountain, Across the Sea""', 81: 'Singing ""What I Want""', 2345: ""Home is a song I've always remembered""}"
116,"{69: 'Dreams from endangered cultures', 269: 'Memes and ""temes""', 358: 'Politics and religion are technologies', 1995: 'What ants teach us about the brain, cancer and the Internet', 25751: 'Can you solve the killer robo-ants riddle?', 145: 'The emergent genius of ant colonies'}"
117,"{45: ""An 11-year-old's magical violin"", 296: '""Mother of Pearl,"" ""If I Had You""', 138: 'A string quartet plays ""Blue Room""', 2424: 'The boiling river of the Amazon', 2814: ""What rivers can tell us about the earth's history"", 2064: 'How I brought a river, and my city, back to life'}"
118,"{319: 'The next 5,000 days of the web', 1109: ""Google's driverless car"", 1113: 'Everyday compassion at Google', 362: 'The Web as a city', 1091: 'Beware online ""filter bubbles""', 1953: ""Where's Google going next?""}"
119,"{158: '""Thula Mama""', 99: 'Global warming\'s theme song, ""Manhattan in January""', 254: ""Wake up! It's They Might Be Giants!"", 2151: 'How to overcome our biases? Walk boldly toward them', 40280: 'Can a black hole be destroyed?', 24260: 'Can you solve the prisoner hat riddle?'}"
121,"{123: 'What squatter cities can teach us', 36: 'The hidden world of shadow cities', 33: ""Let's rethink America's military strategy"", 1846: 'Ingenious homes in unexpected places', 31: 'How architecture can connect us', 898: 'Retrofitting suburbia'}"
122,"{266: 'Designing objects that tell stories', 43: 'Design is in the details', 172: 'Designing for simplicity', 646: 'Designers -- think big!', 2039: 'How giant websites design for you (and a billion others, too)', 207: 'Treat design as art'}"
123,"{36: 'The hidden world of shadow cities', 121: 'The ghastly tragedy of the suburbs', 213: 'A song of the city', 1429: 'The 4 commandments of cities', 45466: 'The architectural wonder of impermanent cities', 1865: 'How an obese town lost a million pounds'}"
125,"{184: '3 clues to understanding your brain', 236: 'A look inside the brain in real time', 320: 'A computer that works like the brain', 2495: 'This is your brain on communication', 23965: 'What is déjà vu? What is déjà vu?', 229: 'My stroke of insight'}"
126,"{206: 'Underwater astonishments', 77: 'The shrimp with a kick!', 145: 'The emergent genius of ant colonies', 1373: ""The ocean's shifting baseline"", 973: 'Tagging tuna in the deep ocean', 24509: 'Will the ocean ever run out of fish?'}"
127,"{185: 'A commodities exchange for Ethiopia', 270: 'The ""bottom billion""', 91: ""Invest in Africa's own solutions"", 154: 'Why invest in Africa', 151: ""Africa's cheetahs versus hippos"", 152: 'Aid versus trade'}"
128,"{192: 'A critical look at geoengineering against climate change', 243: 'New thinking on the climate crisis', 91: ""Invest in Africa's own solutions"", 1850: ""Let's go all-in on selling sustainability"", 547: 'The business logic of sustainability', 565: 'Eco-friendly drywall'}"
129,"{147: 'Visualizing the wonder of a living cell', 245: 'Free or cheap Wii Remote hacks', 131: 'Rethink the desktop with BumpTop', 2885: 'Mind-blowing, magnified portraits of insects', 20089: ""You are fluent in this language (and don't even know it)"", 54358: 'Does photographing a moment steal the experience from you?'}"
130,"{234: 'My wish: The Charter for Compassion', 191: 'The habits of happiness', 208: 'The life-long learner', 677: 'Expanding your circle of compassion', 1074: 'Reconnecting with compassion', 674: 'The profound journey of compassion'}"
131,"{129: ""How PhotoSynth can connect the world's images"", 245: 'Free or cheap Wii Remote hacks', 224: 'A preview of the WorldWide Telescope', 172: 'Designing for simplicity', 2043: 'A 30-year history of the future', 872: 'Pointing to the future of UI'}"
139,"{245: 'Free or cheap Wii Remote hacks', 129: ""How PhotoSynth can connect the world's images"", 131: 'Rethink the desktop with BumpTop', 766: 'Augmented-reality maps', 410: 'Life in Second Life', 484: 'The next web'}"
140,"{494: 'An escape from poverty', 270: 'The ""bottom billion""', 157: 'Patient capitalism', 620: 'Let my dataset change your mindset', 974: ""The good news of the decade? We're winning the war against child mortality"", 912: 'Global population growth, box by box'}"
141,"{499: 'The jungle search for viruses', 89: 'Why did I ski to the North Pole?', 4: 'The real future of space exploration', 335: 'Our next giant leap', 264: 'The astonishing hidden world of the deep ocean', 23955: 'Who won the space race?'}"
142,"{1103: ""It's time to question bio-engineering"", 1274: 'Experiments that hint of longer lives', 2342: ""You can grow new brain cells. Here's how"", 1845: 'A new way to grow bone', 744: 'Growing new organs', 1935: 'Can the damaged brain repair itself?'}"
143,"{92: ""The best stats you've ever seen"", 67: 'How juries are fooled by statistics', 29: 'The freakonomics of crack dealing', 540: 'Insights on HIV, in stunning data visuals', 836: 'Bio-lab on a microchip', 818: ""Sex, drugs and HIV -- let's get rational""}"
144,"{316: 'The web as art', 32: 'Art with wire, sugar, chocolate and string', 14: 'Software (as) art', 843: 'Computing a theory of all knowledge', 900: 'A 3D atlas of the universe', 23913: 'Is there a center of the universe?'}"
