362,{0: ['writer']}
363,{0: ['historian']}
364,{0: ['human beatbox']}
365,{0: ['civilization scholar']}
366,{0: ['positive psychologist']}
371,{0: ['physicist']}
372,{0: ['curator of architecture and design']}
374,{0: ['expert']}
375,{0: ['journalist']}
377,"{0: ['physician', 'author']}"
379,{0: ['engineer']}
381,{0: ['photographer']}
383,"{0: ['performance poet', 'multimedia artist']}"
385,"{0: ['inventor'], 1: ['inventor']}"
386,{0: ['filmmaker']}
388,{0: ['inventor']}
390,{0: ['finance journalist']}
391,{0: ['planet walker']}
392,{0: ['designer']}
393,{0: ['nose']}
394,{0: ['physicist']}
395,{0: ['political scientist and journalist']}
396,{0: ['fashion designer']}
399,{0: ['planetary scientist']}
400,{0: ['comedian']}
402,"{0: ['environmentalist', 'futurist']}"
403,{0: ['filmmaker']}
404,{0: ['astrophysicist']}
405,{0: ['technologist and futurist']}
406,{0: ['chef']}
407,{0: ['internet entrepreneur']}
408,{0: ['bioengineer']}
409,{0: ['writer']}
410,{0: ['entrepreneur']}
411,{0: ['automotive researcher']}
412,{0: ['inventor']}
413,{0: ['folk musician']}
414,{0: ['designer']}
416,{0: ['bee expert']}
418,{0: ['entrepreneur']}
419,{0: ['author']}
420,{0: ['psychologist; happiness expert']}
421,{0: ['cave scientist']}
422,{0: ['mathematician']}
423,{0: ['tech visionary']}
424,{0: ['reporter']}
426,{0: ['biochemist']}
427,{0: ['artist']}
428,{0: ['paleontologist']}
429,{0: ['inventor']}
430,{0: ['designer']}
431,{0: ['designer']}
432,{0: ['cartoonist']}
433,{0: ['baker']}
434,{0: ['writer']}
435,{0: ['designer at play']}
436,{0: ['type designer']}
437,{0: ['entrepreneur']}
439,{0: ['world-builder']}
440,{0: ['paleontologist']}
441,{0: ['doctor']}
442,{0: ['inventor']}
443,{0: ['athlete and actor']}
445,{0: ['biochemist']}
447,{0: ['fiddler']}
450,{0: ['idea guy']}
451,{0: ['philanthropist']}
453,{0: ['writer']}
455,{0: ['graphic designer']}
457,{0: ['mit grad student']}
462,{0: ['psychologist']}
463,"{0: ['author', 'academic', 'futurist']}"
464,{0: ['maestro']}
466,{0: ['ensemble']}
467,{0: ['oceanographer']}
468,{0: ['astronomer']}
469,{0: ['visual storyteller']}
470,{0: ['oceanographer']}
471,{0: ['ichthyologist']}
472,{0: ['photographer and explorer']}
473,{0: ['twitter co-founder']}
474,{0: ['designer and theorist']}
475,{0: ['conservationist']}
476,{0: ['tree researcher']}
477,{0: ['tv host']}
480,{0: ['cognitive scientist and design critic']}
481,"{0: ['researcher'], 1: ['director of research', 'samsung research america']}"
482,{0: ['athlete and actor']}
483,"{0: ['play researcher', 'psychiatrist']}"
484,{0: ['inventor']}
485,"{0: ['philosopher', 'cognitive scientist']}"
487,{0: ['behavioral economist']}
488,"{0: ['maker', 'critical thinker']}"
489,{0: ['humorist']}
490,{0: ['business owner and activist']}
492,{0: ['inventor']}
494,{0: ['investor and advocate for moral leadership']}
495,{0: ['technology columnist']}
498,{0: ['coach']}
499,{0: ['virus hunter']}
500,{0: ['poet']}
501,{0: ['newspaper designer']}
502,{0: ['aerialist']}
503,{0: ['designer']}
504,{0: ['military analyst']}
506,{0: ['filmmaker']}
507,{0: ['political scientist']}
509,{0: ['molecular biologist']}
510,{0: ['philosopher-comic']}
511,{0: ['skeptimist']}
512,{0: ['green auto pioneer']}
515,"{0: ['author', 'thinker']}"
516,{0: ['composer']}
517,"{0: ['investor', 'human guinea pig', 'author']}"
518,"{0: ['marketer', 'rock climber']}"
519,{0: ['figurer']}
520,{0: ['designer']}
521,{0: ['statistician']}
523,{0: ['technologist']}
524,{0: ['cartoonist']}
525,{0: ['economist']}
526,{0: ['neuroscientist']}
527,{0: ['polymorphic playwright']}
529,{0: ['science journalist']}
531,{0: ['physicist']}
532,{0: ['physicist and military theorist']}
533,"{0: ['astronaut', 'engineer', 'entrepreneur', 'physician and educator']}"
534,{0: ['sculptor']}
535,{0: ['climate advocate']}
537,{0: ['food and agriculture expert']}
538,{0: ['marketer and author']}
540,{0: ['global health expert; data visionary']}
544,{0: ['a capella ensemble']}
545,{0: ['technologist and visionary']}
547,{0: ['sustainable-business pioneer']}
548,{0: ['behavioral economist']}
549,{0: ['writer']}
551,{0: ['planetary scientist']}
552,{0: ['designer']}
553,{0: ['speaker and author']}
554,{0: ['entrepreneur']}
555,{0: ['first lady of the united states']}
556,{0: ['educator']}
557,{0: ['guitarist']}
558,{0: ['college president']}
560,"{0: ['inventor', 'futurist']}"
561,{0: ['photographer']}
562,"{0: ['publisher', 'philanthropist', 'poet']}"
563,{0: ['media exec']}
565,"{0: ['engineer', 'executive']}"
566,{0: ['inventor']}
570,{0: ['evolutionary psychologist']}
571,{0: ['biologist']}
572,"{0: ['marketer', 'success analyst']}"
573,{0: ['biospherian']}
575,{0: ['social media theorist']}
578,{0: ['deprogrammer']}
580,{0: ['roboticist']}
582,{0: ['psychologist']}
584,{0: ['economist']}
585,{0: ['new philanthropist']}
586,{0: ['endurance runner']}
587,{0: ['mathemagician']}
588,{0: ['tinkerer']}
589,{0: ['architect']}
590,{0: ['artist']}
591,{0: ['designer']}
592,{0: ['development economist']}
594,{0: ['biochemist']}
598,"{0: ['environmentalist', 'futurist']}"
599,{0: ['sculptor of light and space']}
601,"{0: ['physician-scientist', 'inventor', 'entrepreneur']}"
602,{0: ['neurobiologist']}
603,{0: ['anthropologist']}
604,{0: ['british prime minister']}
605,{0: ['philosopher']}
606,{0: ['experimental audio-visual artist']}
607,{0: ['aquatic ape theorist']}
608,"{0: ['chief economist and senior vice president', 'world bank']}"
610,{0: ['micro-sculptor']}
613,{0: ['inventor']}
614,"{0: ['science writer', 'innovation consultant', 'conservationist']}"
615,{0: ['hip-hop artist']}
618,{0: ['career analyst']}
619,{0: ['wireless electrician']}
620,{0: ['global health expert; data visionary']}
621,{0: ['artist']}
622,{0: ['biodiversity archivist']}
623,{0: ['optical innovator']}
625,{0: ['social commentator']}
626,{0: ['creative technologist']}
627,{0: ['stuntman']}
628,{0: ['photographer']}
629,{0: ['coldwater swimmer']}
630,{0: ['cognitive neuroscientist']}
633,{0: ['underworld investigator']}
634,{0: ['architect']}
635,{0: ['producer']}
637,{0: ['neurological anthropologist']}
639,{0: ['musician']}
640,{0: ['net watchdog']}
641,{0: ['internet scientist']}
642,{0: ['inventor']}
643,{0: ['artist']}
644,{0: ['investor and advocate for moral leadership']}
645,{0: ['global strategist']}
646,{0: ['designer']}
647,{0: ['religious scholar']}
648,{0: ['astrophysicist']}
649,{0: ['graphic designer']}
650,{0: ['food urbanist']}
651,{0: ['professor of management']}
652,{0: ['novelist']}
653,{0: ['neuroscientist']}
654,{0: ['writer']}
655,{0: ['landscape ecologist']}
657,{0: ['robotics designer']}
658,{0: ['advertising guru']}
659,{0: ['neuroscientist']}
660,{0: ['sound consultant']}
661,{0: ['marketing whiz']}
662,{0: ['computer graphics pioneer']}
663,{0: ['conductor and leadership expert']}
664,{0: ['inventor']}
665,"{0: ['economist', 'development visionary']}"
666,"{0: ['physicist', 'author']}"
667,"{0: ['applied scientist', 'innovator']}"
669,{0: ['writer']}
670,{0: ['mathematician']}
673,{0: ['spiritual leader']}
674,{0: ['vedantic teacher']}
675,{0: ['preacher']}
676,{0: ['chairman of the cordoba initiative']}
677,{0: ['buddhist scholar']}
679,"{0: ['journalist', 'philosopher']}"
680,{0: ['tech anthropologist']}
681,"{0: ['co-founder', 'architecture for humanity']}"
682,{0: ['atmospheric chemist']}
683,{0: ['photographer']}
684,{0: ['cultural diplomacy expert']}
685,"{0: ['director of research', 'samsung research america']}"
686,{0: ['mythologist']}
688,"{0: ['dancer', 'actor', 'activist']}"
689,{0: ['politician and writer']}
691,{0: ['designer']}
692,{0: ['social entrepreneur']}
694,{0: ['designer']}
695,{0: ['global health expert; data visionary']}
696,{0: ['resilience leader']}
698,{0: ['dune architect']}
700,{0: ['british prime minister']}
701,{0: ['astronomer']}
702,{0: ['environmental activist']}
704,{0: ['anti-trafficking crusader']}
705,{0: ['puzzlemaster']}
706,{0: ['comedian']}
708,{0: ['cultural historian']}
709,{0: ['vision activist']}
710,{0: ['arab sexuality expert']}
712,{0: ['macroeconomist']}
713,{0: ['photographer']}
714,{0: ['entrepreneur']}
715,{0: ['marine biologist']}
716,{0: ['aphorist']}
717,"{0: ['social entrepreneur', 'lawyer']}"
718,{0: ['physicist']}
719,{0: ['social entrepreneur']}
723,{0: ['solar adventurer']}
724,{0: ['brain expert']}
726,{0: ['x-ray visionary']}
727,"{0: ['longevity coach', 'explorer']}"
728,{0: ['herpetologist']}
729,{0: ['jazz legend']}
734,{0: ['wildlife conservationist']}
735,{0: ['educator']}
736,{0: ['engineer']}
738,"{0: ['comedian', 'voice artist']}"
741,"{0: ['illusionist', 'endurance artist']}"
743,{0: ['investor']}
744,{0: ['surgeon']}
748,{0: ['health and human services expert']}
750,{0: ['architect']}
751,"{0: ['playwright', 'activist']}"
752,{0: ['social entrepreneur']}
755,{0: ['entrepreneur']}
757,{0: ['behavioral economist']}
759,{0: ['healthcare revolutionary']}
760,{0: ['chemist']}
761,{0: ['cancer doctor']}
762,"{0: ['sculptor'], 1: ['journalist']}"
763,"{0: ['founder', 'transparency international']}"
765,"{0: ['chef', 'activist']}"
766,{0: ['software architect']}
767,{0: ['philanthropist']}
768,{0: ['politician']}
769,{0: ['athlete and actor']}
770,{0: ['digital visionary']}
771,{0: ['legal activist']}
772,{0: ['cardiologist and geneticist']}
773,"{0: ['livestock handling designer', 'autism activist']}"
776,{0: ['visual neuroscientist']}
777,{0: ['artist']}
779,{0: ['behavioral economics founder']}
780,{0: ['cricket commentator']}
783,{0: ['technologist']}
785,{0: ['director']}
786,{0: ['dance adventurers']}
787,{0: ['happiness teacher']}
788,{0: ['inventor']}
789,{0: ['venture capitalist']}
790,{0: ['chef']}
791,{0: ['adventure physician']}
792,{0: ['magician']}
796,"{0: ['biochemist', 'cell biologist']}"
797,{0: ['social scientist']}
799,{0: ['game designer']}
800,{0: ['director and writer']}
801,"{0: ['neuroscientist', 'philosopher']}"
802,{0: ['biologist']}
803,"{0: ['executive', 'simplicity guru']}"
804,{0: ['planetary and atmospheric scientist']}
805,{0: ['violinist']}
807,{0: ['anti-slavery activist']}
809,{0: ['education activist']}
811,{0: ['media expert']}
814,{0: ['entrepreneur']}
815,{0: ['child prodigy']}
818,{0: ['author']}
819,{0: ['inventor']}
820,{0: ['roboticist']}
821,{0: ['educator']}
823,{0: ['singer/songwriter']}
824,{0: ['writer']}
826,{0: ['executive']}
828,{0: ['roboticist']}
830,{0: ['filmmaker']}
831,{0: ['curator']}
833,{0: ['marine biologist']}
835,{0: ['skeptic and conjuror']}
836,{0: ['inventor']}
837,{0: ['designer']}
838,"{0: ['technologist', 'city councilman']}"
842,{0: ['philanthropist']}
843,"{0: ['scientist', 'inventor']}"
844,{0: ['ocean rower']}
845,{0: ['chemist']}
846,{0: ['data scientist']}
847,{0: ['development economist']}
848,{0: ['leadership expert']}
849,"{0: ['electronic music pioneer'], 1: ['string quartet']}"
850,{0: ['marine ecologist']}
851,{0: ['innovation advocate']}
852,"{0: ['physician', 'social scientist']}"
853,{0: ['polymath']}
854,{0: ['marine ecologist']}
855,{0: ['educator']}
856,"{0: ['actor', 'comedian', 'playwright']}"
859,{0: ['cancer researcher']}
860,{0: ['journalist']}
861,{0: ['conservation biologist']}
862,{0: ['geophysicist']}
863,"{0: ['biologist', 'genetics pioneer']}"
865,"{0: ['author', 'educator']}"
866,{0: ['media maven']}
868,"{0: ['director', 'journalist']}"
869,{0: ['vaccine visionary']}
871,{0: ['legal activist']}
872,{0: ['interface designer']}
873,{0: ['photographer']}
874,"{0: ['founder', '4chan']}"
876,{0: ['physicist']}
877,{0: ['creative entrepreneur']}
878,{0: ['political philosopher']}
879,{0: ['conservationist']}
880,{0: ['advertising guru']}
881,"{0: ['environmentalist', 'futurist'], 1: ['civil and environmental engineer']}"
883,"{0: ['musician', 'artist', 'writer']}"
884,{0: ['skeptic']}
885,{0: ['user experience master']}
886,{0: ['behavioral ecologist']}
887,{0: ['entrepreneur']}
888,{0: ['dancer and choreographer']}
889,"{0: ['hospitality entrepreneur', 'author']}"
891,"{0: ['designer', 'illustrator', 'typographer']}"
892,{0: ['innovation consultant']}
893,{0: ['neuroscientist']}
894,"{0: ['entrepreneur', 'lego enthusiast']}"
896,{0: ['social media theorist']}
898,{0: ['architect']}
899,{0: ['marine biologist']}
900,"{0: ['scientist', 'artist']}"
901,"{0: ['architect', 'designer']}"
909,{0: ['mathematician']}
910,{0: ['social entrepreneur']}
911,{0: ['tree researcher']}
912,{0: ['global health expert; data visionary']}
914,"{0: ['ecologist', 'writer']}"
915,{0: ['rational optimist']}
916,"{0: ['blogger', 'digital visionary']}"
917,{0: ['novelist']}
918,{0: ['internet activist']}
919,"{0: ['creator', 'the 99']}"
920,{0: ['astronomer']}
921,{0: ['entrepreneur']}
922,"{0: ['surgeon', 'inventor']}"
924,{0: ['psycho-economist']}
925,{0: ['marine toxicologist']}
926,{0: ['oceanographer']}
927,{0: ['cognitive psychologist']}
928,{0: ['coldwater swimmer']}
929,{0: ['market transformer']}
930,"{0: ['author', 'journalist']}"
932,{0: ['game changer']}
934,{0: ['producer']}
935,{0: ['comedian']}
936,{0: ['entrepreneur']}
937,{0: ['data journalist']}
938,{0: ['journalist']}
939,{0: ['cartoonist']}
940,{0: ['writer']}
941,{0: ['online marketing whiz']}
944,{0: ['happiness researcher']}
945,{0: ['sustainability expert']}
946,{0: ['spiritual leader']}
947,{0: ['entrepreneur']}
948,"{0: ['artist', 'photographer']}"
949,{0: ['education researcher']}
950,{0: ['artist']}
951,{0: ['diplomat']}
952,{0: ['arts administrator']}
954,"{0: ['oceanographer', 'biogeochemist']}"
955,{0: ['head of ted']}
957,{0: ['writer']}
958,"{0: ['physician', 'social scientist']}"
959,{0: ['musician']}
960,{0: ['artist']}
961,{0: ['writer']}
962,{0: ['hiv/aids fighter']}
963,"{0: ['activist', 'singer-songwriter']}"
964,{0: ['designer']}
965,{0: ['sound consultant']}
966,{0: ['journalist']}
967,{0: ['computational neuroscientist']}
968,{0: ['analytical psychologist']}
970,{0: ['public health expert']}
971,{0: ['green designer']}
972,{0: ['economist']}
973,{0: ['marine biologist']}
974,{0: ['global health expert; data visionary']}
975,{0: ['brand strategist']}
976,{0: ['plant neurobiologist']}
977,{0: ['philanthropist']}
978,{0: ['building activist']}
980,{0: ['artist and engineer']}
981,{0: ['web humorist']}
983,{0: ['microlender']}
984,{0: ['food scientist']}
986,{0: ['artist and activist']}
987,{0: ['editorial cartoonist']}
988,"{0: ['electronic music pioneer'], 1: ['string quartet'], 2: ['musician', 'artist', 'writer']}"
991,"{0: ['scientist', 'innovator']}"
992,{0: ['diplomat']}
993,{0: ['chef']}
994,{0: ['entomologist']}
995,{0: ['multimedia artist']}
996,{0: ['gaming theorist']}
997,{0: ['voting system designer']}
998,{0: ['oceanographer']}
1000,{0: ['optogeneticist']}
1001,{0: ['musician']}
1002,{0: ['humanitarian design activist']}
1003,{0: ['ethnic conflicts scholar']}
1004,{0: ['photographer']}
1005,{0: ['labor-rights activist']}
1006,{0: ['ecologist']}
1007,{0: ['mathematician']}
1008,{0: ['philosopher']}
1009,"{0: ['computer scientist', 'educator']}"
1010,"{0: ['designer', 'educator']}"
1011,{0: ['high seas policy advisor']}
1012,{0: ['neuropsychologist']}
1013,{0: ['activist and social entrepreneur']}
1014,{0: ['software entrepreneur']}
1015,{0: ['builder']}
1016,{0: ['aspiring organic farmer']}
1017,{0: ['mediator']}
1018,{0: ['ecological entomologist']}
1019,{0: ['product developer']}
1020,{0: ['green chef']}
1030,{0: ['change catalyst']}
1031,"{0: ['author', 'educator', 'activist']}"
1032,{0: ['corrections pioneer']}
1033,{0: ['journalist']}
1034,{0: ['educator']}
1036,{0: ['website co-founders']}
1037,{0: ['trust researcher']}
1039,"{0: ['conservationists', 'filmmakers']}"
1040,"{0: ['coo', 'facebook']}"
1041,{0: ['activist for environmental justice']}
1042,{0: ['vulnerability researcher']}
1043,{0: ['psychologist']}
1044,{0: ['journalist']}
1045,"{0: ['writer', 'psychologist']}"
1046,{0: ['researcher']}
1047,"{0: ['physician', 'cancer researcher']}"
1048,"{0: ['thinker', 'writer', 'speaker', 'podcaster']}"
1049,{0: ['nobel peace laureate']}
1050,{0: ['cyborg anthropologist']}
1051,{0: ['designer']}
1052,{0: ['wellness specialist']}
1053,{0: ['instructional designer']}
1054,"{0: ['journalist', 'activist']}"
1055,{0: ['soprano']}
1056,{0: ['social justice and green energy activist']}
1057,{0: ['scientific visualization expert']}
1058,{0: ['roboticist']}
1059,"{0: ['writer', 'columnist']}"
1060,{0: ['healthcare communicator']}
1061,{0: ['cartoonist']}
1062,{0: ['writer']}
1064,{0: ['landscape architect']}
1065,{0: ['tech publisher']}
1066,{0: ['media maven']}
1067,"{0: ['journalist', 'runner']}"
1068,"{0: ['poet', 'playwright']}"
1069,{0: ['author and marketer']}
1070,{0: ['roboticist']}
1071,{0: ['somali doctors who treat women refugees']}
1072,{0: ['architect']}
1073,{0: ['whistler']}
1074,{0: ['journalist']}
1075,{0: ['language']}
1076,{0: ['investor and advocate for moral leadership']}
1077,{0: ['entrepreneur']}
1078,{0: ['former us secretary of state']}
1079,{0: ['economist']}
1080,{0: ['facial surgeon']}
1081,"{0: ['explorer', 'ethnographer']}"
1082,{0: ['computer theorist']}
1083,{0: ['piano trio']}
1084,{0: ['journalist']}
